"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.072448917E0,4.203703666E0,-3.366270118E0,1.998912186E0,5.744436347E0
2.082528917E0,2.769703263E0,3.537801113E0,3.025059941E0,5.416482302E0
2.092608917E0,-3.962531748E0,7.086259945E0,5.624995145E0,9.877110319E0
2.102688917E0,-7.340838944E0,9.707271438E0,-2.825435999E0,1.249408355E1
2.112768917E0,-7.644839194E0,1.478008419E1,-1.074977853E1,1.981040619E1
2.122848917E0,-6.843551379E0,1.284972183E1,-6.334674633E0,1.587695340E1
2.132929917E0,-3.548434859E0,3.306453102E0,-1.508605612E0,5.079361471E0
2.143009917E0,-1.289951321E0,4.101394933E-1,-8.166378670E0,8.277797376E0
2.153089917E0,-4.608249128E-1,7.543919760E-1,-1.069076960E1,1.072725601E1
2.163169917E0,3.452166885E-1,6.748780292E-1,-7.833800154E0,7.870391335E0
2.173249917E0,1.749697423E-1,1.152866859E0,-3.865625258E0,4.037669506E0
2.183329917E0,-1.999628470E0,3.186041390E0,-4.144546800E0,5.597020809E0
2.193409917E0,-3.336703087E0,5.447240374E0,-6.065686340E0,8.809004823E0
2.203489917E0,-4.388930009E0,6.517053967E0,-5.323753611E0,9.490893085E0
2.213569917E0,-4.988611091E0,6.292505098E0,-2.493168847E0,8.408195521E0
2.223649917E0,-4.430891967E0,5.597450666E0,2.584565797E-1,7.143602550E0
2.233729917E0,-2.991277653E0,4.734544308E0,4.629297642E-1,5.619426641E0
2.243809917E0,-1.552738057E0,2.764082335E0,-2.381098773E-1,3.179283400E0
2.253890917E0,-6.381078136E-1,8.689915556E-1,-2.484867847E-1,1.106378591E0
2.263970917E0,-7.254231155E-2,-2.133052576E-1,1.989941972E-1,3.005997512E-1
2.274050917E0,1.493583530E-1,-3.141521859E-1,4.198688217E-1,5.452424607E-1
2.284130917E0,1.853801250E-1,-1.042277884E-1,1.520205903E-1,2.614182138E-1
