"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.078877417E0,2.655281439E0,1.497112032E0,1.762208418E0,3.520971807E0
2.088957417E0,2.735263163E0,1.857851617E0,2.138110709E0,3.937612805E0
2.099037417E0,2.599411878E0,1.633403905E0,2.417011055E0,3.907287150E0
2.109117417E0,2.308431038E0,1.100133160E0,2.228458231E0,3.391927611E0
2.119197417E0,1.907786254E0,6.972734499E-1,1.920979619E0,2.795711242E0
2.129276417E0,1.704706607E0,2.644081682E-1,1.657694993E0,2.392465044E0
2.139356417E0,1.637733184E0,-1.891451472E-1,1.183185403E0,2.029254436E0
2.149436417E0,1.327971672E0,-6.113620645E-1,5.811394148E-1,1.573211796E0
2.159516417E0,9.722767729E-1,-6.855942214E-1,3.551831214E-1,1.241578273E0
2.169596417E0,6.811889291E-1,-8.168840933E-1,2.381910074E-1,1.089978410E0
2.179676417E0,5.449020267E-1,-9.832806480E-1,7.974315763E-2,1.126995130E0
2.189755417E0,6.008663124E-1,-1.123805612E0,-1.217356677E-1,1.280155831E0
2.199835417E0,5.628664273E-1,-1.540467090E0,-2.536837900E-1,1.659582157E0
2.209915417E0,5.046649969E-1,-1.562131609E0,-6.134752482E-3,1.641639290E0
2.219995417E0,3.706041294E-1,-1.477463341E0,1.831406415E-1,1.534205280E0
2.230075417E0,1.656387556E-1,-1.522461759E0,-1.380013061E-1,1.537650924E0
2.240154417E0,-1.007317382E-1,-1.579579700E0,-8.097434004E-1,1.777892935E0
2.250234417E0,-3.405371618E-1,-1.643523681E0,-1.349418089E0,2.153616686E0
2.260314417E0,-4.637070054E-1,-1.869871738E0,-1.890636370E0,2.699249968E0
2.270394417E0,-7.088901132E-1,-2.153917195E0,-2.265587904E0,3.205428681E0
2.280474417E0,-1.086053649E0,-2.496814878E0,-2.233625854E0,3.521744102E0
2.290553417E0,-1.279607597E0,-2.898035613E0,-1.923257986E0,3.706066284E0
2.300633417E0,-1.229499882E0,-3.176089429E0,-2.094457444E0,3.998245366E0
2.310713417E0,-1.187934950E0,-3.274849486E0,-2.807295012E0,4.474006469E0
2.320793417E0,-1.500707778E0,-3.320257208E0,-2.907448461E0,4.661489925E0
2.330873417E0,-2.025225241E0,-3.443108379E0,-1.837530788E0,4.396936659E0
2.340952417E0,-2.042807819E0,-3.473214523E0,-8.737435877E-1,4.123070550E0
2.351032417E0,-1.961632678E0,-3.830521499E0,-8.548325229E-1,4.387668670E0
2.361112417E0,-2.439969417E0,-4.584813488E0,-1.383659384E0,5.374800346E0
2.371192417E0,-2.873264469E0,-4.932448584E0,-2.008375905E0,6.051303291E0
2.381272417E0,-2.664855085E0,-4.102332827E0,-2.278864008E0,5.396647887E0
2.391352417E0,-2.442098973E0,-2.685848928E0,-2.033433563E0,4.160827311E0
2.401431417E0,-2.343164084E0,-1.460690019E0,-2.081421661E0,3.457795452E0
2.411511417E0,-2.283859869E0,-4.789296466E-1,-1.709808303E0,2.892893696E0
2.421591417E0,-2.277684624E0,9.126334190E-2,-6.421365452E-1,2.368230476E0
2.431671417E0,-2.268215643E0,5.419199467E-1,4.940973240E-1,2.383822896E0
2.441751417E0,-2.555064256E0,1.486119559E0,7.191332656E-1,3.042048216E0
2.451830417E0,-3.164410785E0,2.646401857E0,7.807775366E-1,4.198398738E0
2.461910417E0,-3.679859217E0,2.603588544E0,8.713883293E-1,4.591225848E0
2.471990417E0,-3.762886755E0,2.064699794E0,3.673922539E-1,4.307816041E0
2.482070417E0,-3.170247476E0,2.077407548E0,4.638432090E-1,3.818539210E0
2.492150417E0,-2.121461640E0,2.885693310E0,1.022935295E0,3.724811672E0
2.502229417E0,-9.574447256E-1,4.253921893E0,1.151133159E0,4.509729418E0
2.512309417E0,1.949181032E-1,5.307708267E0,1.011575398E0,5.406759186E0
2.522389417E0,7.001859480E-1,5.811917766E0,1.519810777E0,6.048013994E0
2.532469417E0,3.990075642E-1,6.014236690E0,1.716819699E0,6.267193940E0
2.542549417E0,-5.670875323E-1,5.620191658E0,1.106536446E0,5.756089423E0
2.552629417E0,-1.757548479E0,4.722605463E0,1.905209970E-1,5.042645860E0
2.562708417E0,-2.334128382E0,3.791833981E0,-6.720346744E-1,4.503086813E0
2.572788417E0,-2.454476359E0,2.707460237E0,-1.335337848E0,3.890748296E0
2.582868417E0,-2.457698175E0,1.744064215E0,-1.489012177E0,3.361427906E0
2.592948167E0,-2.368067375E0,1.177829500E0,-1.071406374E0,2.853583194E0
2.603028167E0,-1.911467076E0,9.917813301E-1,-5.160609278E-1,2.214419895E0
2.613107167E0,-1.040727788E0,8.150141537E-1,-6.491812706E-2,1.323471481E0
2.623187167E0,1.212595582E-2,4.595934892E-1,7.307616234E-2,4.655248002E-1
