"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.604322208E0,-1.672794843E-1,6.888797718E0,1.042531507E0,6.969245897E0
1.614403208E0,3.426989067E0,6.511105009E0,-4.979178947E-1,7.374731503E0
1.624484208E0,3.162952197E0,3.405343552E0,-1.534973046E-1,4.650182010E0
1.634564208E0,1.416259950E0,9.245962375E-1,1.876710641E-1,1.701731729E0
1.644645083E0,-7.290922433E-2,2.402006954E-1,-1.429113592E-1,2.888525327E-1
1.654726083E0,-1.089372529E0,-1.567866558E-1,-3.422926421E-1,1.152596553E0
1.664807083E0,-1.386944935E0,-2.823959577E-1,-1.481241520E-1,1.423131931E0
1.674888083E0,-1.558741101E0,-3.433514267E-1,4.479486130E-1,1.657776216E0
1.684969083E0,-1.620242700E0,-4.617739159E-1,9.978241351E-1,1.958079304E0
1.695050083E0,-1.475571767E0,-5.603632343E-1,1.274551802E0,2.028743771E0
1.705131083E0,-1.135216746E0,-4.874958175E-1,8.842943037E-1,1.519324076E0
1.715212083E0,-9.106842497E-1,-6.144914943E-1,5.167804277E-1,1.214087151E0
1.725293083E0,-8.761368531E-1,-6.337808740E-1,7.954262736E-1,1.342384795E0
1.735373083E0,-9.415040463E-1,-6.216812307E-1,1.369470823E0,1.774364043E0
1.745454083E0,-1.141560975E0,-5.967212212E-1,1.894757488E0,2.291144608E0
1.755535083E0,-1.390893559E0,-4.307357258E-1,2.106572875E0,2.560813823E0
1.765616083E0,-1.559983342E0,-2.571476805E-1,2.104348594E0,2.632101054E0
1.775697083E0,-1.643359667E0,-1.624274647E-1,2.084742880E0,2.659542545E0
1.785778083E0,-1.690795496E0,1.609709233E-1,2.459721604E0,2.989135563E0
1.795859083E0,-1.736528324E0,4.563488692E-1,3.159672786E0,3.634187258E0
1.805940083E0,-1.847942048E0,8.198229039E-1,3.944463559E0,4.432357406E0
1.816021083E0,-1.993288334E0,1.086753561E0,4.534469253E0,5.071059366E0
1.826102083E0,-2.403593888E0,1.083623546E0,4.892884277E0,5.558041032E0
1.836182083E0,-3.275043613E0,8.533800745E-1,4.510346273E0,5.638917602E0
1.846263083E0,-4.091559332E0,7.746525782E-1,2.534047901E0,4.874663388E0
1.856344083E0,-4.416590263E0,7.339378309E-1,8.734804630E-1,4.561567977E0
1.866425083E0,-4.652535647E0,5.568239146E-1,6.755782333E-1,4.734189135E0
1.876506083E0,-4.407352247E0,6.276986003E-2,1.943333817E-1,4.412081067E0
1.886587083E0,-3.947683036E0,-8.051791370E-1,6.120128596E-1,4.075177853E0
1.896668083E0,-3.395423166E0,-1.806410152E0,2.993904222E0,4.873959233E0
1.906749083E0,-1.884113801E0,-3.168016178E0,5.001981334E0,6.213374976E0
1.916830083E0,-1.736345306E-1,-3.841811303E0,2.274414569E0,4.467955312E0
1.926910083E0,6.384370118E-2,-2.747801932E0,-2.811086932E0,3.931501140E0
1.936991083E0,7.451793954E-1,4.200967169E-1,-5.325765638E0,5.394029405E0
1.947072083E0,2.544425831E0,4.759684997E0,-5.164081355E0,7.469701488E0
1.957153083E0,4.494675150E0,8.223489010E0,-1.320050449E0,9.464164485E0
1.967234083E0,6.926245041E0,8.023065754E0,1.532930906E0,1.070945058E1
1.977315083E0,8.517128579E0,4.031542341E0,-1.725772078E0,9.579827877E0
1.987396083E0,8.442599384E0,1.778880876E-1,-3.883901315E0,9.294827484E0
1.997477083E0,7.594025720E0,-1.661420254E0,-2.047324500E0,8.038723873E0
2.007558083E0,6.081957972E0,-2.194029095E0,-9.704650131E-1,6.538025603E0
2.017639083E0,5.122635121E0,-3.196255306E0,-1.994809780E0,6.358986131E0
2.027719083E0,5.090333932E0,-3.835074726E0,-3.734094773E0,7.386661050E0
2.037800083E0,4.810976188E0,-4.556329946E0,-4.219034480E0,7.855309440E0
2.047881083E0,4.508369621E0,-4.329701223E0,-3.651588806E0,7.239185737E0
2.057962083E0,3.606543026E0,-2.821098534E0,-2.923119876E0,5.432345658E0
2.068043083E0,2.077761012E0,-1.571284255E0,-2.290499382E0,3.468776795E0
2.078124083E0,8.040471160E-1,-9.761920685E-1,-1.668146306E0,2.093359696E0
2.088205083E0,1.865992695E-2,-2.349949193E-1,-4.517093959E-1,5.095215239E-1
2.098286083E0,-3.414981517E-1,2.886138868E-1,3.823465079E-1,5.883092855E-1
2.108367083E0,3.726179105E-1,-3.168664634E-2,2.269339478E-1,4.374324719E-1
2.118447083E0,3.129849063E0,-1.846668817E0,-4.098184812E-1,3.657060577E0
2.128528083E0,5.924279616E0,-4.268175650E0,-1.813684673E0,7.523553977E0
2.138609083E0,6.592465507E0,-5.435624880E0,-2.598979476E0,8.930918968E0
2.148690083E0,3.695950462E0,-4.687986438E0,-1.400346753E0,6.131740185E0
2.158771083E0,-6.281029353E-1,-3.721270952E0,-2.771910587E-1,3.784072631E0
2.168852083E0,-2.391901211E0,-2.981663661E0,7.442666450E-1,3.894283301E0
2.178933083E0,-4.951074305E-1,-2.621526632E0,6.207409984E-1,2.739133556E0
2.189014083E0,2.121078647E0,-2.076195420E0,-1.734309013E-1,2.973153263E0
2.199095083E0,3.126831315E0,-1.322025638E0,8.617202505E-2,3.395916883E0
2.209176083E0,3.458211444E0,-2.641345185E-1,6.982002336E-1,3.537863339E0
2.219256083E0,3.303066687E0,6.189459032E-1,5.372696561E-1,3.403234087E0
2.229337083E0,2.411846941E0,1.077102731E0,4.807756126E-1,2.684827955E0
2.239418083E0,1.914443893E0,9.359386665E-1,2.556046003E-1,2.146254952E0
2.249499083E0,1.949335399E0,5.555305105E-1,1.255965842E-1,2.030836563E0
2.259580083E0,1.998335066E0,3.839515686E-1,5.196904407E-1,2.100199990E0
2.269661083E0,2.365550734E0,8.488245088E-1,8.957032447E-1,2.668073766E0
2.279742083E0,2.948907851E0,1.859102336E0,1.763371137E0,3.906634969E0
2.289823083E0,3.409178448E0,2.635741798E0,2.700424867E0,5.085462317E0
2.299904083E0,3.636458551E0,2.452671323E0,2.135366319E0,4.878444089E0
2.309984083E0,3.556428003E0,1.367802320E0,1.669055548E0,4.159905017E0
2.320065083E0,3.425502120E0,6.989703119E-1,1.887684111E0,3.973156878E0
2.330146083E0,3.333643239E0,3.015724862E-1,1.949625421E0,3.873649764E0
2.340227083E0,3.268578932E0,-3.394215131E-1,1.391773565E0,3.568732107E0
2.350308083E0,3.178071050E0,-1.388062338E0,1.097641661E0,3.637536236E0
