"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.627294625E0,1.135186925E0,1.876340513E0,1.202082581E0,2.500860973E0
1.637373625E0,3.212716095E0,3.133411771E0,1.851237539E0,4.854574591E0
1.647453625E0,5.080388988E0,5.466438537E0,3.586707224E0,8.279901646E0
1.657532625E0,4.931046422E0,8.713060589E0,4.942516320E0,1.116517403E1
1.667611625E0,2.378984419E0,1.041070084E1,2.370034379E0,1.093889033E1
1.677691625E0,1.027721095E0,1.033821875E1,-1.323756706E0,1.047317093E1
1.687770625E0,2.871240163E0,8.900529925E0,-2.852141110E0,9.777431254E0
1.697849625E0,4.041576163E0,3.618808438E0,-3.664710250E0,6.546771236E0
1.707929625E0,3.775384009E0,-9.769130301E-1,-3.761235502E0,5.418004798E0
1.718008625E0,2.999733896E0,-1.857496106E0,-3.398775667E0,4.899017377E0
1.728087625E0,2.256250047E0,-9.487241882E-1,-3.467803802E0,4.244573603E0
1.738166625E0,1.634428191E0,1.893188095E-1,-3.710102478E0,4.058578263E0
1.748246625E0,9.772318496E-1,1.131989375E0,-3.826367929E0,4.108220243E0
1.758325625E0,2.800466926E-1,1.695422983E0,-3.795689635E0,4.166550737E0
1.768404625E0,-2.555280018E-1,1.989074246E0,-3.637094436E0,4.153332018E0
1.778484625E0,-5.452503745E-1,2.104859641E0,-3.892457546E0,4.458582491E0
1.788563625E0,-7.105268951E-1,1.877981826E0,-4.254155197E0,4.704200319E0
1.798642625E0,-7.198358086E-1,1.545462366E0,-4.211326681E0,4.543334671E0
1.808722625E0,-6.963032506E-1,1.329446924E0,-3.661391371E0,3.957025918E0
1.818801625E0,-8.361555659E-1,1.052156171E0,-2.632857074E0,2.956031988E0
1.828880625E0,-9.081145446E-1,6.998737067E-1,-1.707876675E0,2.057021626E0
1.838960625E0,-7.922284314E-1,1.438508606E-1,-1.094793044E0,1.359003593E0
1.849039625E0,-4.989185726E-1,-5.542628342E-1,-6.300199449E-1,9.762439052E-1
1.859118625E0,-1.996322747E-1,-1.113106962E0,-2.899488062E-1,1.167446129E0
1.869198625E0,6.373391971E-3,-1.486217208E0,7.641594574E-2,1.488194075E0
1.879277625E0,9.681775823E-2,-1.546437097E0,4.578046797E-1,1.615681435E0
1.889356625E0,1.845395878E-2,-1.366344025E0,1.019329902E0,1.704778575E0
1.899436625E0,-1.145645694E-1,-1.071615120E0,1.475277652E0,1.826999769E0
1.909515625E0,-3.221526387E-1,-7.764137596E-1,1.641960136E0,1.844622925E0
1.919594625E0,-6.672415656E-1,-6.114684838E-1,1.467355844E0,1.724018036E0
1.929673625E0,-1.089170288E0,-6.057499069E-1,1.009018337E0,1.603540729E0
1.939753625E0,-1.257155751E0,-9.174766678E-1,5.758536780E-1,1.659461200E0
1.949832625E0,-1.335487683E0,-1.344618695E0,3.076196766E-1,1.919936627E0
1.959911625E0,-1.405869156E0,-1.699885578E0,3.195580099E-1,2.228945128E0
1.969991625E0,-1.316807291E0,-1.879906729E0,6.038805886E-1,2.373331523E0
1.980070625E0,-1.135434189E0,-1.843064008E0,1.107305354E0,2.431505888E0
1.990149625E0,-7.710289856E-1,-1.463210753E0,1.565727646E0,2.277493022E0
2.000229625E0,-4.134493098E-1,-9.093361741E-1,1.571723966E0,1.862296656E0
2.010308625E0,-2.034858821E-1,-2.440212661E-1,1.235673373E0,1.275868946E0
2.020387625E0,1.745912813E-2,2.890097433E-1,1.017487444E0,1.057880973E0
2.030467625E0,1.384983925E-1,4.998030370E-1,9.152389383E-1,1.051973001E0
2.040546625E0,4.335344955E-2,4.212263989E-1,8.669421065E-1,9.648314966E-1
2.050625625E0,-2.612196450E-1,5.326813459E-2,5.046123719E-1,5.707073181E-1
2.060705625E0,-7.979347292E-1,-3.612731427E-1,2.134315574E-1,9.015382107E-1
2.070784625E0,-1.293810191E0,-7.200618035E-1,1.069139993E-1,1.484541820E0
2.080863625E0,-1.832727885E0,-9.207160252E-1,1.706732448E-1,2.058091071E0
2.090943625E0,-2.414367968E0,-9.286378330E-1,5.456505068E-1,2.643723772E0
2.101022625E0,-2.996014775E0,-7.686533350E-1,9.976976160E-1,3.249974310E0
2.111101625E0,-3.513419685E0,-5.660210001E-1,1.317418617E0,3.794744981E0
2.121181625E0,-3.969926721E0,-1.709930509E-1,1.380622340E0,4.206622736E0
2.131260625E0,-4.351370712E0,8.630782664E-2,1.386467217E0,4.567731106E0
2.141339625E0,-4.750525333E0,2.104939163E-1,1.316748526E0,4.934128627E0
2.151419625E0,-5.122739786E0,2.465548646E-1,1.384994888E0,5.312387698E0
2.161498625E0,-5.431309050E0,2.065990859E-1,1.638497415E0,5.676836704E0
2.171577625E0,-5.556661075E0,2.716195393E-1,1.887317491E0,5.874710783E0
2.181656625E0,-5.564088208E0,4.445100117E-1,2.091106989E0,5.960653922E0
2.191736625E0,-5.407588651E0,5.501189125E-1,2.115332004E0,5.832604506E0
2.201815625E0,-5.135574424E0,3.267991287E-1,1.835324049E0,5.463454649E0
2.211894625E0,-4.869401274E0,-2.815025032E-2,1.344663134E0,5.051730411E0
2.221974625E0,-4.517790363E0,-2.349528193E-1,6.755124521E-1,4.574051777E0
2.232053625E0,-4.107681275E0,-1.281206810E-1,6.509003520E-2,4.110194287E0
2.242132625E0,-3.623714252E0,1.747674286E-1,-5.301226409E-1,3.666453143E0
2.252212625E0,-3.039895497E0,2.969952857E-1,-8.439730740E-1,3.168826499E0
2.262291625E0,-2.526312912E0,3.211694294E-1,-3.130394608E-1,2.565813796E0
2.272370625E0,-2.041424660E0,1.291761035E-1,3.670595473E-1,2.078180410E0
2.282450625E0,-1.551517158E0,-1.501956743E-1,9.494574291E-1,1.825166744E0
2.292529625E0,-1.169632142E0,4.081537789E-1,1.359898054E0,1.839552003E0
2.302608625E0,-8.337397157E-1,1.989647273E0,1.342431251E0,2.540854157E0
2.312688625E0,-5.235363007E-1,4.164410377E0,8.321207678E-1,4.278881748E0
2.322767625E0,-5.719899841E-2,6.292080590E0,1.815893751E-1,6.294960252E0
2.332846625E0,4.440046661E-1,7.179692019E0,-4.059103484E-1,7.204851202E0
2.342926625E0,9.365732355E-1,7.986225956E0,-6.921314085E-1,8.070688963E0
2.353005625E0,1.171059593E0,9.563153359E0,-3.842936307E-1,9.642248925E0
2.363084583E0,1.233069315E0,1.101825929E1,-3.155350524E-1,1.109153100E1
2.373164583E0,1.514783634E0,1.041702518E1,-7.722841635E-2,1.052686788E1
2.383243583E0,2.417212638E0,6.571399743E0,1.688292303E0,7.202537221E0
2.393322583E0,2.258041488E0,2.469845181E0,2.940635795E0,4.454910264E0
2.403402583E0,1.484845890E0,1.128226107E-1,3.100382019E0,3.439457068E0
2.413481583E0,5.512895250E-1,-7.612057364E-1,2.736406294E0,2.893315350E0
2.423560583E0,-2.802313185E-1,1.488233328E-1,1.891381159E0,1.917811426E0
2.433640583E0,-4.418144453E-1,1.378241354E0,1.401634310E0,2.014777400E0
2.443719583E0,-1.288682476E-1,1.797859184E0,8.822682434E-1,2.006813874E0
2.453798583E0,4.016741869E-1,1.535176529E0,-1.767274153E-1,1.596665810E0
2.463878583E0,1.084881867E0,1.158708227E0,-1.640314144E0,2.282587110E0
2.473957583E0,1.956792353E0,8.685191005E-1,-3.526807762E0,4.125740507E0
2.484036583E0,3.011171342E0,7.895653170E-1,-4.710975351E0,5.646579053E0
2.494116583E0,4.014793869E0,5.558830976E-1,-5.687472060E0,6.983903941E0
2.504195583E0,4.815836101E0,9.488101423E-2,-6.473910286E0,8.069249912E0
2.514274583E0,5.339973203E0,-6.281786567E-1,-6.288600327E0,8.273839273E0
2.524354583E0,5.531698142E0,-1.315493129E0,-5.435758197E0,7.866236309E0
2.534433583E0,5.285200580E0,-1.771872988E0,-4.502199932E0,7.165380889E0
2.544512583E0,4.844026112E0,-2.183510538E0,-3.535901352E0,6.382390275E0
2.554591583E0,4.470253669E0,-2.610660751E0,-2.060386303E0,5.571706125E0
2.564671583E0,4.236851531E0,-3.196624850E0,-5.656444395E-1,5.337534540E0
2.574750583E0,4.021112078E0,-3.865432885E0,6.215017211E-1,5.612234681E0
2.584829583E0,3.804844621E0,-4.127095785E0,6.082583624E-1,5.646214700E0
